Character,Weapon,Solo Win Rate,Solo Pick Rate,Solo Player Kill,Solo Average Rank,Solo MMR Efficiency,Duo Win Rate,Duo Pick Rate,Duo Player Kill,Duo Average Rank,Duo MMR Efficiency,Squad Win Rate,Squad Pick Rate,Squad Player Kill,Squad Average Rank,Squad MMR Efficiency
Base Win Rate,,6.5%,2.8%,1.0,9.2,13.2%,2.8%,1.1,4.8,18.1%,2.8%,1.0,3.5
Adriana,Throw,7.4%,4.2%,1.4,9.7,12.1%,3.6%,0.9,4.9,17.6%,6.0%,0.8,3.6
Aya,Pistol,4.8%,4.4%,1.1,9.8,13.2%,2.1%,1.0,5.0,13.6%,2.8%,1.1,3.8
Aya,Assault Rifle,14.7%,0.4%,1.0,7.8,15.6%,0.8%,1.1,4.8,31.5%,0.5%,1.2,3.1
Aya,Sniper,1.1%,0.2%,0.7,10.7,11.9%,0.7%,0.9,5.0,15.2%,1.3%,0.8,3.6
Cathy,Dagger,4.6%,3.0%,0.9,10.0,11.7%,4.5%,1.0,5.0,17.8%,3.4%,1.1,3.5
Chiara,Rapier,5.0%,4.0%,1.0,9.1,16.1%,2.1%,1.1,4.5,15.6%,1.6%,0.9,3.6
Emma,Shuriken,8.9%,2.9%,0.8,8.9,10.9%,2.9%,0.9,5.0,17.0%,2.6%,0.8,3.5
Fiora,Rapier,6.8%,4.0%,1.0,9.5,18.3%,2.4%,1.6,4.7,20.2%,2.5%,1.4,3.4
Fiora,Spear,7.5%,0.9%,1.0,8.5,12.5%,1.2%,1.1,4.7,26.3%,0.4%,1.5,3.1
Fiora,Two-Handed Sword,4.5%,0.7%,0.9,9.2,12.4%,0.7%,1.5,4.7,11.4%,0.2%,1.0,3.5
Hart,Guitar,9.4%,4.3%,1.2,9.9,17.4%,3.7%,1.4,4.7,17.5%,3.3%,1.2,3.6
Hyejin,Bow,3.8%,2.9%,1.0,9.9,15.2%,3.8%,0.9,4.5,21.8%,5.8%,0.9,3.3
Hyejin,Shuriken,4.3%,0.2%,0.9,7.7,29.9%,0.6%,1.6,4.0,20.6%,1.1%,1.0,3.3
Hyunwoo,Tonfa,8.6%,1.9%,1.0,7.8,20.9%,2.3%,0.8,4.3,16.3%,3.1%,0.8,3.6
Hyunwoo,Glove,9.8%,2.5%,0.7,6.9,13.7%,3.1%,0.9,4.6,14.5%,2.6%,0.8,3.6
Isol,Assault Rifle,11.1%,1.7%,1.0,8.8,12.6%,4.7%,1.2,4.9,13.3%,2.1%,1.1,3.7
Isol,Pistol,7.3%,1.8%,1.0,8.9,12.0%,1.7%,0.9,4.4,16.6%,2.2%,1.0,3.3
Jackie,Axe,6.7%,1.1%,0.9,7.1,11.5%,1.8%,1.1,4.8,17.9%,2.5%,1.3,3.4
Jackie,Two-Handed Sword,10.6%,0.5%,0.9,7.4,20.7%,0.3%,1.4,4.5,12.0%,0.1%,0.8,2.9
Jackie,Dual Sword,6.8%,1.6%,0.9,8.9,10.7%,1.7%,1.3,4.4,22.6%,4.0%,1.4,3.3
Jackie,Dagger,5.9%,3.3%,0.8,7.0,8.8%,1.1%,1.1,4.9,15.3%,2.0%,1.2,3.5
Lenox,Whip,5.2%,2.1%,1.0,9.0,15.5%,3.7%,1.0,4.8,19.4%,5.1%,0.8,3.5
Li Dailin,Glove,5.3%,2.1%,1.0,8.3,13.0%,2.3%,1.2,4.7,18.5%,2.6%,1.2,3.3
Li Dailin,Nunchaku,4.6%,5.6%,1.2,9.0,12.4%,5.9%,1.2,4.8,20.9%,4.5%,1.3,3.4
Luke,Bat,7.2%,5.6%,1.1,10.2,11.7%,6.5%,1.1,5.0,17.0%,3.0%,1.0,3.6
Magnus,Bat,5.4%,0.5%,0.8,7.5,18.2%,0.3%,1.2,4.5,5.8%,0.4%,0.4,4.0
