Character,Weapon,Solo Win Rate,Solo Pick Rate,Solo Player Kill,Solo Average Rank,Solo MMR Efficiency,Duo Win Rate,Duo Pick Rate,Duo Player Kill,Duo Average Rank,Duo MMR Efficiency,Squad Win Rate,Squad Pick Rate,Squad Player Kill,Squad Average Rank,Squad MMR Efficiency
Base Win Rate,,5.6%,2.3%,0.9,9.5,11.1%,2.3%,1.0,5.1,16.6%,2.3%,1.0,3.6
Adriana,Throw,5.2%,1.9%,1.1,9.4,13.1%,2.8%,1.0,5.0,18.8%,3.7%,0.9,3.5
Adela,Rapier,4.4%,0.5%,0.7,8.7,11.8%,0.9%,0.9,4.9,20.2%,1.3%,1.0,3.6
Aya,Pistol,4.0%,2.1%,0.9,9.7,9.6%,1.7%,1.0,5.2,14.9%,2.2%,1.0,3.7
Aya,Assault Rifle,6.4%,1.6%,0.8,9.8,12.8%,1.8%,1.0,5.1,15.3%,2.1%,0.9,3.8
Aya,Sniper,2.6%,1.0%,0.8,10.0,10.3%,1.0%,0.9,5.0,17.3%,1.8%,1.0,3.6
Barbara,Bat,8.6%,2.4%,1.0,9.7,11.7%,3.3%,1.0,5.2,14.1%,3.2%,0.8,3.8
Bernice,Sniper,5.2%,2.0%,1.0,10.0,11.9%,3.6%,1.1,5.1,18.3%,4.2%,1.1,3.6
Cathy,Dagger,6.5%,5.7%,1.0,8.9,12.4%,6.0%,1.0,5.0,17.0%,5.3%,0.9,3.5
Chiara,Rapier,5.2%,2.4%,0.9,8.6,10.5%,2.2%,0.8,5.0,16.0%,2.1%,0.7,3.6
Emma,Shuriken,6.7%,1.9%,0.8,9.0,11.4%,2.4%,0.8,5.1,15.9%,2.2%,0.8,3.6
Fiora,Rapier,6.7%,4.9%,0.9,9.7,12.5%,3.2%,1.1,5.0,17.0%,2.7%,1.1,3.6
Fiora,Spear,5.7%,0.9%,0.9,9.5,8.9%,0.8%,0.9,5.1,13.6%,0.7%,1.0,3.7
Fiora,Two-Handed Sword,8.4%,1.7%,1.0,9.2,11.2%,1.1%,1.1,5.1,14.9%,0.9%,1.0,3.6
Hart,Guitar,5.8%,3.4%,1.1,10.5,10.5%,2.6%,1.1,5.2,15.5%,2.3%,1.0,3.7
Hyejin,Bow,5.9%,1.5%,0.9,9.3,10.7%,1.7%,0.7,5.1,17.2%,2.4%,0.7,3.5
Hyejin,Shuriken,7.2%,0.3%,1.0,8.6,17.1%,0.4%,1.1,4.7,19.5%,0.5%,0.9,3.4
Hyunwoo,Tonfa,5.5%,1.1%,0.8,9.0,10.2%,1.4%,0.7,5.0,14.8%,2.1%,0.7,3.7
Hyunwoo,Glove,4.5%,3.6%,0.7,9.0,10.0%,4.8%,0.9,4.9,14.8%,4.2%,0.8,3.7
Isol,Assault Rifle,7.5%,1.4%,0.9,9.0,11.1%,2.3%,1.1,5.1,15.8%,2.2%,1.1,3.5
Isol,Pistol,6.3%,0.5%,0.9,8.2,11.5%,0.7%,1.0,4.8,16.2%,0.7%,1.0,3.6
Jackie,Axe,4.4%,0.5%,0.8,9.1,7.3%,0.6%,0.9,5.2,13.9%,0.7%,1.0,3.7
Jackie,Two-Handed Sword,6.1%,0.5%,0.7,8.4,12.1%,0.3%,1.0,4.9,13.2%,0.3%,0.9,3.8
Jackie,Dual Sword,6.7%,5.8%,0.9,9.0,9.8%,5.2%,1.0,5.1,17.1%,5.2%,1.2,3.6
Jackie,Dagger,5.9%,1.1%,0.7,9.4,8.8%,0.6%,0.9,5.1,15.1%,0.5%,1.0,3.5
Lenox,Whip,5.4%,1.8%,1.1,9.5,12.5%,2.9%,0.8,5.0,19.9%,3.7%,0.8,3.5
Li Dailin,Glove,4.3%,3.8%,1.0,8.9,11.1%,4.0%,1.1,4.9,16.9%,3.4%,1.1,3.5
Li Dailin,Nunchaku,2.3%,0.9%,0.8,9.4,8.9%,1.7%,0.9,5.2,14.2%,1.6%,1.1,3.6
