Character,Weapon,Solo Win Rate,Solo Pick Rate,Solo Player Kill,Solo Average Rank,Solo MMR Efficiency,Duo Win Rate,Duo Pick Rate,Duo Player Kill,Duo Average Rank,Duo MMR Efficiency,Squad Win Rate,Squad Pick Rate,Squad Player Kill,Squad Average Rank,Squad MMR Efficiency
Base Win Rate,,6.5%,2.1%,1.0,9.2,14.4%,2.1%,1.3,4.7,19.5%,2.1%,1.2,3.4
Adriana,Throw,3.3%,1.7%,1.0,9.8,11.6%,3.3%,1.0,4.6,19.9%,6.1%,1.0,3.4
Adela,Rapier,5.7%,0.8%,1.2,9.6,16.0%,1.1%,1.5,4.9,21.3%,2.5%,1.4,3.4
Alex,4 Types,5.6%,1.2%,0.7,8.7,15.2%,2.6%,1.2,4.7,17.2%,4.3%,0.8,3.5
Aya,Pistol,3.7%,1.8%,1.2,10.5,9.5%,0.9%,1.1,5.2,17.3%,1.0%,1.4,3.4
Aya,Assault Rifle,9.3%,1.2%,0.8,9.6,19.5%,3.1%,1.6,4.9,19.6%,1.9%,1.5,3.6
Aya,Sniper Rifle,6.7%,0.7%,1.2,10.9,9.1%,1.2%,1.2,5.3,18.4%,1.4%,1.4,3.4
Barbara,Bat,9.4%,1.6%,1.1,9.8,15.2%,1.3%,1.6,4.7,22.6%,0.9%,1.4,3.6
Bernice,Sniper Rifle,7.1%,0.7%,1.1,9.9,13.6%,2.1%,1.4,4.7,16.6%,1.6%,1.3,3.6
Cathy,Dagger,3.9%,2.3%,1.1,9.5,14.0%,2.7%,1.2,4.6,18.8%,1.0%,1.1,3.3
Chiara,Rapier,3.9%,4.7%,1.2,9.1,15.4%,1.9%,1.3,4.9,20.4%,1.5%,0.9,3.4
Eleven,Hammer,5.9%,1.0%,0.9,9.0,15.8%,0.6%,1.0,4.6,24.9%,1.1%,0.9,3.3
Emma,Shuriken,8.3%,1.1%,0.7,8.6,14.8%,0.7%,1.2,4.6,17.8%,0.6%,1.0,3.1
Fiora,Rapier,5.7%,2.6%,1.1,9.8,23.3%,2.4%,2.0,4.2,23.6%,2.3%,1.8,3.2
Fiora,Spear,8.7%,0.6%,1.2,9.1,10.7%,0.3%,0.9,4.3,26.0%,0.3%,1.6,2.8
Fiora,Two-Handed Sword,8.5%,1.5%,0.9,8.7,9.5%,0.6%,1.3,5.0,18.3%,0.4%,1.6,3.2
Hart,Guitar,9.2%,2.1%,1.0,10.0,17.4%,1.1%,1.2,4.5,23.8%,1.1%,0.9,3.3
Hyejin,Bow,7.6%,2.8%,1.2,8.7,16.4%,4.0%,1.1,4.5,21.0%,5.0%,0.9,3.2
Hyejin,Shuriken,1.2%,0.1%,1.1,9.0,12.3%,1.4%,1.2,4.5,24.3%,2.0%,1.0,3.2
Hyunwoo,Tonfa,5.4%,3.2%,0.9,7.9,12.6%,3.2%,1.0,4.5,10.7%,1.4%,0.6,3.6
Hyunwoo,Glove,4.9%,2.7%,0.9,8.1,14.1%,4.0%,0.9,4.6,15.7%,3.0%,1.0,3.3
Isol,Assault Rifle,14.3%,2.5%,1.0,8.2,15.7%,2.1%,1.4,4.8,18.6%,2.5%,1.1,3.3
Isol,Pistol,13.3%,1.5%,0.9,8.1,9.4%,0.7%,1.0,4.5,20.2%,0.5%,1.6,3.2
Jackie,Axe,6.1%,2.5%,1.0,7.6,12.8%,1.5%,1.6,4.2,16.0%,1.7%,1.4,3.3
Jackie,Two-Handed Sword,5.9%,0.4%,0.9,7.9,17.7%,0.4%,1.6,4.2,23.4%,0.2%,1.6,3.0
Jackie,Dual Sword,4.6%,1.0%,1.1,9.2,17.5%,3.2%,1.4,4.4,19.6%,5.7%,1.4,3.4
Jackie,Dagger,3.1%,1.8%,0.8,7.5,14.8%,0.9%,1.3,4.1,19.4%,0.4%,1.5,3.3
Lenox,Whip,9.8%,2.3%,1.2,9.2,18.4%,4.0%,1.4,4.7,18.2%,4.1%,1.1,3.5
Leon,Glove,5.8%,2.0%,1.0,10.0,16.3%,3.7%,1.1,4.9,20.8%,4.2%,1.0,3.4
Li Dailin,Glove,4.3%,4.5%,1.1,8.7,10.5%,3.6%,1.3,4.7,20.1%,2.9%,1.5,3.4
Li Dailin,Nunchaku,6.5%,0.8%,1.2,8.7,8.9%,0.6%,1.2,5.0,13.8%,2.1%,1.1,3.1
Luke,Bat,5.8%,3.6%,1.1,10.2,10.1%,3.1%,1.2,5.3,18.5%,2.0%,1.2,3.4
Magnus,Bat,6.1%,1.1%,1.0,7.6,12.3%,0.5%,1.2,4.5,18.6%,0.3%,1.3,3.4
Magnus,Hammer,6.8%,3.0%,0.9,8.2,17.3%,2.8%,1.2,4.5,23.0%,3.4%,1.1,3.3
Nadine,Bow,11.3%,1.5%,0.9,9.2,19.1%,1.5%,1.4,4.6,23.0%,1.7%,1.5,3.5
Nadine,Crossbow,4.6%,0.4%,0.8,9.1,5.0%,0.1%,1.1,5.5,36.5%,0.3%,2.0,2.8
Rio,Bow,5.9%,3.6%,0.8,10.8,13.2%,6.6%,1.4,4.9,21.5%,7.1%,1.6,3.4
Rozzi,Pistol,7.9%,5.6%,1.1,9.6,13.0%,4.7%,1.6,4.8,16.7%,2.1%,1.5,3.5
Shoichi,Dagger,3.4%,8.0%,1.0,10.5,12.3%,2.7%,1.3,4.8,14.1%,1.2%,1.4,3.5
Silvia,Pistol,5.2%,2.5%,1.1,9.4,11.5%,1.1%,1.1,4.7,20.7%,1.7%,0.9,3.3
Sissela,Shuriken,7.7%,2.7%,1.2,10.9,14.0%,2.1%,1.4,5.1,20.8%,3.3%,1.2,3.5
Sissela,Throw,6.2%,0.9%,1.1,9.7,13.0%,0.5%,1.1,5.2,17.1%,0.9%,1.1,3.5
Sua,Hammer,6.2%,2.9%,1.1,9.0,12.8%,4.8%,1.1,4.6,18.0%,2.4%,0.8,3.6
Xiukai,Spear,8.8%,1.7%,0.8,8.3,16.5%,1.2%,0.8,4.5,22.6%,1.9%,0.8,3.5
Xiukai,Dagger,10.7%,0.4%,0.8,7.0,17.8%,1.5%,1.0,5.1,23.4%,0.6%,0.9,3.4
Yuki,Two-Handed Sword,7.8%,6.6%,0.9,8.9,11.5%,4.2%,0.9,5.0,19.9%,3.5%,1.0,3.5
Yuki,Dual Sword,3.4%,0.5%,0.9,9.8,15.6%,2.1%,1.2,4.5,14.4%,3.3%,1.1,3.5
Zahir,Throw,8.3%,0.6%,1.1,9.6,12.8%,0.4%,1.2,4.9,15.7%,0.4%,0.8,3.5
Zahir,Shuriken,7.2%,0.6%,1.2,9.9,15.1%,0.9%,1.5,4.6,15.5%,0.3%,1.0,3.2
All Melee,,5.7%,64.3%,1.0,9.0,14.5%,58.9%,1.2,4.7,19.1%,54.4%,1.2,3.4
All Ranged,,7.8%,34.5%,1.0,9.6,14.1%,38.4%,1.3,4.8,20.3%,41.4%,1.2,3.4
