Character,Weapon,Solo Win Rate,Solo Pick Rate,Solo Player Kill,Solo Average Rank,Solo MMR Efficiency,Duo Win Rate,Duo Pick Rate,Duo Player Kill,Duo Average Rank,Duo MMR Efficiency,Squad Win Rate,Squad Pick Rate,Squad Player Kill,Squad Average Rank,Squad MMR Efficiency
Base Win Rate,,5.6%,2.2%,0.9,9.5,11.1%,2.2%,1.0,5.1,16.6%,2.2%,1.0,3.6
Adriana,Throw,3.7%,1.5%,0.9,9.6,11.6%,2.1%,0.9,5.0,17.3%,2.9%,0.8,3.5
Adela,Rapier,6.7%,1.1%,0.9,8.9,14.5%,1.4%,1.1,4.9,19.8%,1.7%,1.2,3.5
Alex,4 Types,5.9%,2.3%,0.8,9.1,10.7%,2.6%,0.9,5.0,16.9%,3.2%,0.9,3.5
Aya,Pistol,4.7%,2.7%,1.1,9.9,10.7%,2.4%,1.0,5.1,17.7%,2.5%,1.1,3.6
Aya,Assault Rifle,8.4%,1.3%,1.0,9.3,12.4%,1.4%,1.0,5.1,17.1%,1.8%,1.0,3.7
Aya,Sniper,4.1%,0.7%,1.0,9.9,8.7%,0.9%,0.9,5.3,15.2%,1.4%,0.9,3.7
Barbara,Bat,9.3%,1.8%,1.0,9.7,12.7%,2.0%,0.9,5.1,17.5%,2.4%,0.9,3.6
Bernice,Sniper,5.6%,1.6%,1.1,10.0,12.0%,2.5%,1.1,5.1,17.0%,3.0%,1.1,3.6
Cathy,Dagger,4.6%,4.1%,0.9,9.4,11.8%,4.4%,1.0,5.0,16.8%,3.8%,0.9,3.5
Chiara,Rapier,4.6%,2.4%,0.9,8.7,11.2%,2.1%,0.9,5.0,16.2%,2.1%,0.8,3.6
Emma,Shuriken,5.8%,2.8%,0.7,9.2,10.2%,3.2%,0.8,5.1,15.1%,3.1%,0.8,3.6
Fiora,Rapier,7.1%,4.1%,1.0,9.6,11.5%,2.7%,1.1,5.1,17.9%,2.0%,1.2,3.6
Fiora,Spear,6.0%,0.5%,0.9,9.3,10.6%,0.4%,1.0,5.0,15.1%,0.4%,1.0,3.7
Fiora,Two-Handed Sword,7.9%,0.9%,0.9,9.0,10.7%,0.8%,1.1,5.0,16.3%,0.7%,1.2,3.5
Hart,Guitar,7.0%,3.2%,1.1,10.1,12.8%,2.1%,1.1,5.1,17.6%,2.0%,1.1,3.6
Hyejin,Bow,3.4%,1.5%,0.8,9.5,10.6%,2.0%,0.7,5.1,16.7%,2.4%,0.8,3.6
Hyejin,Shuriken,4.4%,0.2%,0.8,8.8,12.4%,0.3%,1.0,4.9,22.2%,0.5%,1.0,3.4
Hyunwoo,Tonfa,5.7%,1.5%,0.8,8.8,11.5%,1.8%,0.8,5.0,16.6%,2.4%,0.7,3.6
Hyunwoo,Glove,4.1%,3.8%,0.8,9.4,10.2%,5.3%,0.9,5.1,15.0%,4.3%,0.8,3.6
Isol,Assault Rifle,8.2%,1.3%,0.9,8.9,12.0%,1.9%,1.1,4.9,17.0%,1.9%,1.1,3.5
Isol,Pistol,8.0%,0.6%,0.9,8.5,12.8%,0.6%,1.0,4.6,16.0%,0.8%,1.0,3.4
Jackie,Axe,3.2%,0.5%,0.8,9.6,9.1%,0.5%,1.1,5.0,18.0%,0.7%,1.3,3.6
Jackie,Two-Handed Sword,6.7%,0.5%,0.7,8.8,11.8%,0.4%,1.0,4.9,12.0%,0.4%,0.9,3.6
Jackie,Dual Sword,5.3%,5.7%,1.0,9.3,11.7%,5.3%,1.2,5.0,17.6%,5.4%,1.2,3.5
