Character,Weapon,Solo Win Rate,Solo Pick Rate,Solo Player Kill,Solo Average Rank,Solo MMR Efficiency,Duo Win Rate,Duo Pick Rate,Duo Player Kill,Duo Average Rank,Duo MMR Efficiency,Squad Win Rate,Squad Pick Rate,Squad Player Kill,Squad Average Rank,Squad MMR Efficiency
Base Win Rate,,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Adriana,Throw,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Adela,Rapier,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Alex,4 Types,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Aya,Pistol,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Aya,Assault Rifle,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Aya,Sniper Rifle,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Barbara,Bat,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Bernice,Sniper Rifle,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Cathy,Dagger,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Chiara,Rapier,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Emma,Shuriken,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Fiora,Rapier,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Fiora,Spear,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Fiora,Two-Handed Sword,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Hart,Guitar,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Hyejin,Bow,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Hyejin,Shuriken,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Hyunwoo,Tonfa,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Hyunwoo,Glove,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Isol,Assault Rifle,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Isol,Pistol,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Jackie,Axe,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Jackie,Two-Handed Sword,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Jackie,Dual Sword,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Jackie,Dagger,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Lenox,Whip,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Li Dailin,Glove,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Li Dailin,Nunchaku,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Luke,Bat,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Magnus,Bat,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Magnus,Hammer,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Nadine,Bow,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Nadine,Crossbow,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Rozzi,Pistol,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Shoichi,Dagger,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Silvia,Pistol,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Sissela,Shuriken,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Sissela,Throw,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Xiukai,Spear,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Xiukai,Dagger,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Yuki,Two-Handed Sword,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Yuki,Dual Sword,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Zahir,Throw,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
Zahir,Shuriken,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0,0.0%,0.0%,0.0,0.0
All Melee,,5.6%,65.1%,0.9,9.2,12.0%,61.0%,1.0,4.9,17.2%,54.8%,1.0,3.5
All Ranged,,6.3%,33.0%,1.0,9.8,12.2%,36.9%,1.1,5.1,19.7%,43.0%,1.1,3.5
