Character,Weapon,Solo Win Rate,Solo Pick Rate,Solo Player Kill,Solo Average Rank,Solo MMR Efficiency,Duo Win Rate,Duo Pick Rate,Duo Player Kill,Duo Average Rank,Duo MMR Efficiency,Squad Win Rate,Squad Pick Rate,Squad Player Kill,Squad Average Rank,Squad MMR Efficiency
Base Win Rate,,5.6%,2.3%,0.9,9.5,11.1%,2.3%,1.0,5.1,16.6%,2.3%,1.0,3.6
Adriana,Throw,5.7%,2.1%,1.1,9.6,12.4%,3.0%,0.9,5.0,17.9%,4.2%,0.9,3.5
Adela,Rapier,6.2%,0.5%,0.8,8.7,13.5%,0.9%,0.9,4.9,17.2%,1.7%,0.9,3.6
Alex,4 Types,2.3%,2.3%,0.5,10.3,7.6%,2.6%,0.6,5.4,10.9%,2.7%,0.7,3.8
Aya,Pistol,4.3%,2.2%,1.0,9.8,10.4%,1.9%,1.0,5.2,17.0%,2.3%,1.1,3.6
Aya,Assault Rifle,7.2%,1.7%,0.9,9.7,13.3%,1.9%,1.0,5.1,19.6%,2.1%,1.1,3.6
Aya,Sniper,4.3%,0.9%,1.0,9.8,9.5%,1.2%,1.0,5.1,15.0%,1.8%,0.9,3.6
Barbara,Bat,10.8%,2.7%,1.1,9.7,13.9%,2.8%,1.1,5.1,18.1%,2.7%,1.0,3.6
Bernice,Sniper,5.4%,1.6%,1.0,10.1,11.3%,3.3%,1.0,5.2,17.4%,3.6%,1.1,3.6
Cathy,Dagger,4.4%,4.7%,0.9,9.1,11.2%,4.9%,0.9,4.9,17.1%,4.5%,0.9,3.6
Chiara,Rapier,4.6%,2.4%,0.9,8.8,10.8%,2.5%,0.9,5.0,17.9%,2.4%,0.8,3.5
Emma,Shuriken,6.1%,2.2%,0.8,8.9,9.9%,2.2%,0.8,5.2,15.8%,2.1%,0.9,3.6
Fiora,Rapier,7.9%,4.9%,1.0,9.2,11.6%,2.9%,1.1,5.0,18.9%,2.2%,1.3,3.5
Fiora,Spear,6.0%,0.9%,0.9,9.0,11.1%,0.8%,0.9,5.1,12.5%,0.4%,0.9,3.8
Fiora,Two-Handed Sword,7.7%,1.4%,0.9,9.2,13.0%,0.9%,1.1,5.0,15.6%,0.8%,1.1,3.6
Hart,Guitar,5.7%,3.4%,1.1,10.6,12.9%,2.7%,1.2,5.2,15.8%,2.4%,1.1,3.7
Hyejin,Bow,4.7%,1.4%,0.8,9.5,11.6%,2.0%,0.7,5.1,16.9%,2.4%,0.7,3.6
Hyejin,Shuriken,3.7%,0.3%,0.5,9.4,13.7%,0.4%,0.8,4.9,25.9%,1.1%,1.0,3.3
Hyunwoo,Tonfa,5.6%,1.1%,0.8,8.7,9.3%,1.4%,0.7,5.1,17.7%,1.8%,0.7,3.5
Hyunwoo,Glove,4.5%,3.6%,0.7,8.9,11.0%,5.1%,0.9,4.9,14.9%,3.9%,0.8,3.7
Isol,Assault Rifle,7.4%,1.2%,0.9,8.9,11.8%,2.2%,1.1,5.1,16.4%,2.3%,1.1,3.6
Isol,Pistol,9.2%,0.5%,1.0,7.7,10.9%,0.7%,1.0,4.9,17.5%,0.8%,1.1,3.4
Jackie,Axe,3.6%,0.5%,0.8,9.0,8.9%,0.6%,1.1,5.0,14.6%,0.5%,1.0,3.5
Jackie,Two-Handed Sword,6.1%,0.4%,0.7,8.3,12.1%,0.3%,1.1,4.9,14.5%,0.2%,0.9,3.5
Jackie,Dual Sword,5.9%,5.7%,0.9,9.0,9.3%,5.1%,1.0,5.1,14.5%,5.0%,1.0,3.6
Jackie,Dagger,5.8%,1.1%,0.8,9.4,10.4%,0.8%,1.0,5.0,18.4%,0.5%,1.2,3.3
Lenox,Whip,4.1%,1.7%,1.0,9.9,13.2%,3.0%,0.9,5.0,20.5%,4.1%,0.8,3.5
Li Dailin,Glove,3.4%,4.9%,1.0,9.0,10.8%,4.4%,1.1,4.9,16.3%,4.4%,1.1,3.6
Li Dailin,Nunchaku,2.4%,0.8%,0.8,9.5,9.6%,1.4%,1.0,5.0,14.6%,1.5%,1.0,3.6
Luke,Bat,5.9%,6.9%,1.0,9.9,9.3%,6.8%,1.0,5.3,13.8%,4.8%,1.1,3.7
Magnus,Bat,4.5%,0.5%,0.8,8.0,8.1%,0.4%,0.7,4.9,12.0%,0.6%,0.7,3.7
Magnus,Hammer,4.6%,0.9%,0.8,8.7,10.7%,1.3%,0.8,4.9,16.1%,1.6%,0.8,3.6
Nadine,Bow,8.0%,2.0%,1.0,10.2,14.0%,1.9%,1.0,5.0,15.6%,2.4%,1.0,3.7
Nadine,Crossbow,7.4%,0.9%,1.1,9.6,12.8%,0.6%,1.3,5.1,19.2%,0.8%,1.2,3.7
Rozzi,Pistol,5.0%,5.3%,1.0,10.4,11.5%,5.8%,1.2,5.2,16.2%,4.1%,1.2,3.7
Shoichi,Dagger,3.9%,4.3%,1.0,9.9,9.2%,2.1%,1.1,5.2,16.1%,1.9%,1.2,3.6
