Character,Weapon,Solo Win Rate,Solo Pick Rate,Solo Player Kill,Solo Average Rank,Solo MMR Efficiency,Duo Win Rate,Duo Pick Rate,Duo Player Kill,Duo Average Rank,Duo MMR Efficiency,Squad Win Rate,Squad Pick Rate,Squad Player Kill,Squad Average Rank,Squad MMR Efficiency
Base Win Rate,,6.6%,2.1%,1.0,9.2,15.5%,2.1%,1.2,4.5,19.6%,2.1%,1.1,3.4
Adriana,Throw,4.4%,1.2%,1.1,9.8,15.7%,3.6%,1.1,4.4,19.5%,6.0%,0.9,3.3
Adela,Rapier,4.7%,1.0%,1.0,9.8,20.2%,1.8%,1.7,4.4,20.3%,2.6%,1.4,3.3
Alex,4 Types,6.7%,2.8%,0.8,8.2,17.9%,6.3%,1.3,4.3,20.1%,10.9%,0.8,3.3
Aya,Pistol,6.4%,2.2%,1.3,10.2,8.1%,1.0%,1.1,4.9,21.3%,1.0%,1.4,3.3
Aya,Assault Rifle,9.1%,2.1%,1.0,9.6,19.0%,1.8%,1.5,4.8,19.8%,3.4%,1.4,3.5
Aya,Sniper Rifle,4.7%,1.4%,1.3,10.2,15.5%,0.5%,1.4,5.0,15.5%,0.6%,1.0,3.7
Barbara,Bat,9.3%,1.8%,1.1,9.5,20.0%,1.0%,1.5,4.7,17.0%,0.6%,0.8,3.4
Bernice,Sniper Rifle,8.1%,1.4%,1.1,9.3,16.0%,3.7%,1.4,4.6,16.2%,3.3%,1.3,3.6
Cathy,Dagger,3.2%,2.1%,1.0,9.1,18.6%,2.6%,1.1,4.2,19.7%,1.9%,1.1,3.5
Chiara,Rapier,3.3%,3.9%,1.1,9.0,13.1%,3.5%,1.2,4.7,16.6%,1.7%,0.9,3.5
Eleven,Hammer,1.8%,0.4%,0.4,9.5,15.2%,0.4%,0.6,5.1,12.2%,0.3%,0.5,3.6
Emma,Shuriken,10.2%,1.4%,0.8,8.7,18.3%,0.7%,1.2,4.3,13.8%,0.6%,0.5,3.8
Fiora,Rapier,7.9%,4.5%,1.1,9.2,15.2%,3.1%,1.7,4.5,24.1%,2.9%,1.8,3.4
Fiora,Spear,6.8%,1.3%,1.1,8.9,22.2%,0.6%,1.1,4.7,8.7%,0.1%,0.6,4.0
Fiora,Two-Handed Sword,8.6%,0.9%,0.9,8.9,13.3%,0.5%,1.4,4.7,16.5%,0.6%,1.5,3.6
Hart,Guitar,11.3%,5.2%,1.2,9.8,18.0%,2.2%,1.3,4.7,22.3%,1.5%,1.0,3.2
Hyejin,Bow,6.5%,2.8%,1.2,8.9,13.5%,4.8%,0.9,4.7,24.7%,4.0%,0.9,3.3
Hyejin,Shuriken,6.6%,0.3%,1.1,8.2,22.2%,2.4%,1.5,3.9,23.9%,2.5%,1.0,3.3
Hyunwoo,Tonfa,6.2%,2.7%,1.0,7.7,14.3%,3.2%,0.9,4.5,16.2%,1.4%,0.6,3.5
Hyunwoo,Glove,4.8%,1.5%,0.8,8.3,15.4%,4.0%,1.0,4.4,19.6%,1.5%,0.9,3.2
Isol,Assault Rifle,11.9%,1.7%,0.9,8.6,14.5%,3.4%,1.4,4.6,18.0%,2.1%,1.1,3.4
