Character,Weapon,Solo Win Rate,Solo Pick Rate,Solo Player Kill,Solo Average Rank,Solo MMR Efficiency,Duo Win Rate,Duo Pick Rate,Duo Player Kill,Duo Average Rank,Duo MMR Efficiency,Squad Win Rate,Squad Pick Rate,Squad Player Kill,Squad Average Rank,Squad MMR Efficiency
Base Win Rate,,6.3%,2.9%,1.0,9.3,14.7%,2.9%,1.2,4.6,18.4%,2.9%,1.0,3.2
Adriana,Throw,4.8%,1.7%,1.1,10.1,13.4%,2.9%,1.0,4.6,17.3%,3.2%,0.7,3.2
Aya,Pistol,5.4%,4.4%,1.1,10.1,14.2%,3.2%,1.3,4.8,17.2%,4.7%,1.2,3.1
Aya,Assault Rifle,9.9%,0.9%,0.8,8.7,19.1%,0.8%,0.9,4.7,19.0%,0.7%,1.0,3.4
Aya,Sniper,5.5%,1.4%,1.2,9.6,7.9%,1.3%,1.1,5.2,19.5%,3.7%,1.3,3.1
Chiara,Rapier,4.5%,4.4%,1.1,9.6,16.0%,2.8%,1.1,4.2,23.2%,2.9%,1.1,3.1
Emma,Shuriken,10.3%,2.0%,1.0,8.8,11.8%,2.8%,1.0,4.5,16.3%,2.3%,0.9,3.3
Fiora,Rapier,5.4%,4.2%,1.0,9.9,14.7%,1.9%,1.2,4.8,15.0%,1.9%,1.3,3.0
Fiora,Spear,5.5%,2.0%,0.9,8.9,20.0%,1.6%,1.7,4.5,22.5%,0.2%,1.5,3.2
Fiora,Two-Handed Sword,5.8%,1.0%,1.1,9.4,14.5%,0.4%,1.3,4.4,16.4%,0.3%,1.2,3.6
Hart,Guitar,7.7%,3.0%,1.2,10.2,14.0%,3.6%,1.2,4.5,15.5%,3.2%,1.0,3.4
Hyejin,Bow,6.6%,3.4%,1.2,9.7,16.1%,4.9%,1.0,4.7,20.1%,4.8%,0.8,3.2
Hyejin,Shuriken,7.8%,0.4%,1.2,8.2,20.8%,1.4%,1.2,4.0,25.3%,0.8%,1.2,3.2
Hyunwoo,Tonfa,6.2%,1.9%,0.9,9.0,12.7%,2.4%,0.8,4.6,19.7%,1.9%,0.8,3.1
Hyunwoo,Glove,11.5%,4.2%,0.7,7.0,11.9%,3.2%,0.9,4.6,12.1%,1.8%,0.7,3.2
Isol,Assault Rifle,10.8%,2.1%,1.0,8.9,15.8%,4.3%,1.4,4.7,13.8%,2.8%,1.1,3.2
Isol,Pistol,10.1%,1.7%,1.0,8.5,14.7%,2.1%,1.3,4.3,18.5%,2.6%,1.0,3.2
Jackie,Axe,4.6%,1.4%,0.9,7.9,11.0%,1.3%,1.2,4.6,15.5%,2.5%,1.2,3.2
Jackie,Two-Handed Sword,8.6%,1.0%,0.8,7.5,6.3%,0.1%,0.6,6.4,7.7%,0.1%,0.9,2.9
Jackie,Dual Sword,5.9%,1.8%,0.9,9.2,14.5%,2.4%,1.2,4.6,16.0%,3.2%,1.1,3.3
Jackie,Dagger,5.9%,3.3%,0.8,7.2,19.3%,1.1%,1.5,3.6,18.0%,2.3%,1.2,2.9
Lenox,Whip,6.9%,2.0%,1.1,9.0,16.6%,5.9%,1.1,4.6,22.1%,6.6%,0.9,3.3
Li Dailin,Glove,5.4%,3.1%,0.9,8.3,15.2%,2.8%,1.2,4.4,16.4%,2.7%,1.1,3.4
Li Dailin,Nunchaku,4.4%,4.1%,1.1,9.2,16.2%,4.0%,1.5,4.6,20.2%,3.7%,1.4,3.2
Luke,Bat,4.6%,3.9%,1.0,10.5,9.5%,3.1%,1.1,4.8,15.1%,2.3%,1.0,3.4
Magnus,Bat,11.1%,0.8%,0.7,6.5,14.3%,0.2%,0.7,4.7,23.4%,0.8%,0.9,3.4
Magnus,Hammer,6.3%,1.7%,0.8,7.9,15.7%,1.6%,1.1,4.2,19.3%,5.5%,0.9,3.2
Nadine,Bow,10.2%,2.2%,0.9,9.3,14.8%,2.2%,1.3,4.8,18.5%,1.9%,1.0,3.2
Nadine,Crossbow,8.6%,1.1%,1.1,9.7,18.9%,0.8%,1.2,4.5,13.6%,0.2%,0.9,3.3
Rozzi,Pistol,5.4%,5.4%,1.0,10.4,13.6%,7.1%,1.4,4.9,19.1%,5.1%,1.3,3.4
Shoichi,Dagger,3.2%,8.5%,1.1,9.8,12.0%,5.1%,1.3,4.8,20.8%,2.8%,1.4,3.2
Silvia,Pistol,5.1%,3.9%,1.1,10.0,15.2%,3.6%,1.0,4.7,14.9%,3.6%,0.8,3.5
Sissela,Shuriken,8.7%,2.6%,1.1,10.0,18.3%,3.2%,1.4,4.5,21.3%,3.6%,1.3,3.3
Sissela,Throw,7.9%,1.5%,1.0,9.3,17.8%,0.6%,1.3,4.0,24.2%,0.8%,1.3,3.1
Xiukai,Spear,8.5%,2.6%,0.9,9.3,15.2%,1.5%,1.0,4.8,17.5%,1.9%,0.7,3.3
Xiukai,Dagger,9.1%,2.2%,0.9,8.9,13.3%,1.3%,0.8,4.7,24.7%,1.0%,0.9,2.9
Yuki,Two-Handed Sword,5.3%,5.6%,0.9,9.3,15.6%,8.1%,1.0,4.4,16.5%,6.0%,0.9,3.3
Yuki,Dual Sword,5.8%,0.5%,0.9,8.8,12.3%,1.8%,1.1,4.7,17.7%,4.5%,1.0,3.2
Zahir,Throw,5.7%,0.4%,1.1,9.6,19.3%,1.1%,1.3,4.6,29.6%,0.4%,1.5,2.8
Zahir,Shuriken,4.4%,1.6%,1.1,9.4,13.8%,1.5%,1.4,4.8,16.1%,0.7%,1.1,3.0
