Character,Weapon,Solo Win Rate,Solo Pick Rate,Solo Player Kill,Solo Average Rank,Solo MMR Efficiency,Duo Win Rate,Duo Pick Rate,Duo Player Kill,Duo Average Rank,Duo MMR Efficiency,Squad Win Rate,Squad Pick Rate,Squad Player Kill,Squad Average Rank,Squad MMR Efficiency
Base Win Rate,,6.4%,2.8%,1.0,9.2,12.4%,2.8%,1.1,4.9,18.1%,2.8%,1.0,3.5
Adriana,Throw,4.7%,2.6%,1.2,10.3,13.6%,5.0%,1.0,4.8,19.7%,6.4%,0.9,3.5
Adela,Rapier,5.8%,1.4%,1.1,9.5,12.4%,1.1%,0.9,4.6,14.1%,1.5%,0.8,3.7
Aya,Pistol,5.3%,4.4%,1.1,9.8,9.2%,2.9%,0.9,5.1,16.9%,2.5%,1.2,3.6
Aya,Assault Rifle,8.8%,0.4%,0.7,8.5,13.8%,0.6%,1.0,5.0,16.7%,0.3%,0.9,3.6
Aya,Sniper,2.2%,0.8%,1.1,10.3,4.7%,0.8%,0.8,5.4,11.8%,1.5%,0.9,3.8
Cathy,Dagger,5.6%,1.4%,1.0,9.3,10.3%,3.1%,1.1,5.1,16.1%,2.7%,1.0,3.5
Chiara,Rapier,5.2%,3.5%,1.1,8.9,14.7%,3.0%,1.1,4.8,12.5%,1.8%,0.9,3.7
Emma,Shuriken,11.4%,2.6%,1.0,8.4,13.1%,2.9%,1.0,4.9,12.3%,2.3%,0.7,3.6
Fiora,Rapier,5.8%,4.2%,1.0,9.9,15.2%,2.6%,1.3,4.8,20.5%,2.6%,1.5,3.2
Fiora,Spear,7.5%,0.8%,1.1,8.3,17.6%,0.9%,1.5,4.7,13.5%,0.3%,0.9,3.8
Fiora,Two-Handed Sword,5.1%,0.8%,0.9,8.9,7.4%,0.5%,1.2,5.1,25.0%,0.2%,1.9,3.5
Hart,Guitar,7.1%,4.4%,1.1,9.6,12.4%,2.7%,1.2,5.0,18.2%,3.0%,1.2,3.5
Hyejin,Bow,4.7%,2.4%,1.0,9.6,13.1%,3.9%,0.8,5.0,24.1%,4.8%,0.9,3.3
Hyejin,Shuriken,12.5%,0.1%,1.3,6.3,11.8%,0.6%,0.9,4.6,28.1%,1.5%,1.3,3.3
Hyunwoo,Tonfa,6.1%,1.9%,0.8,8.5,13.3%,2.3%,0.8,4.7,16.1%,3.2%,0.6,3.6
Hyunwoo,Glove,12.4%,2.1%,0.8,6.7,9.1%,3.4%,0.7,4.8,18.5%,2.0%,0.7,3.4
Isol,Assault Rifle,12.3%,1.1%,1.1,8.5,11.3%,3.7%,1.2,5.0,14.0%,1.2%,1.2,3.6
Isol,Pistol,8.5%,1.4%,1.0,8.9,17.2%,1.3%,1.1,4.6,15.3%,1.3%,1.0,3.5
Jackie,Axe,5.0%,1.0%,1.0,8.0,10.6%,1.0%,1.0,5.1,15.4%,1.7%,1.1,3.5
Jackie,Two-Handed Sword,9.8%,0.9%,0.8,7.5,10.3%,0.3%,1.0,4.4,13.2%,0.2%,0.8,3.7
Jackie,Dual Sword,7.3%,2.5%,0.9,8.5,13.4%,1.8%,1.1,4.7,19.7%,4.6%,1.4,3.4
Jackie,Dagger,6.0%,1.9%,0.7,7.5,10.2%,0.6%,1.0,5.0,19.5%,1.4%,1.1,3.3
Lenox,Whip,6.3%,1.3%,0.9,8.9,16.4%,4.5%,1.0,4.8,18.7%,4.5%,0.8,3.4
Li Dailin,Glove,4.7%,3.0%,1.0,8.3,12.7%,2.5%,1.1,4.8,12.4%,2.7%,1.1,3.6
Li Dailin,Nunchaku,4.2%,5.1%,1.1,9.0,12.9%,5.9%,1.2,4.7,19.7%,6.1%,1.2,3.4
Luke,Bat,5.8%,5.8%,1.0,10.1,12.1%,5.5%,1.2,5.1,13.6%,2.9%,1.1,3.8
Magnus,Bat,12.4%,0.6%,0.9,6.6,9.4%,0.6%,0.8,4.9,13.9%,0.4%,0.7,3.6
Magnus,Hammer,5.9%,1.1%,1.0,8.4,11.0%,2.7%,0.9,4.9,21.5%,3.0%,0.9,3.4
Nadine,Bow,11.2%,2.1%,1.0,8.9,16.3%,1.8%,1.3,4.7,19.4%,1.7%,1.1,3.6
Nadine,Crossbow,6.7%,1.1%,1.2,9.7,11.6%,0.7%,0.9,5.3,12.5%,0.4%,1.2,3.8
Rozzi,Pistol,5.6%,5.0%,1.1,10.5,11.5%,5.3%,1.2,5.1,21.1%,4.7%,1.3,3.3
Shoichi,Dagger,3.3%,8.3%,1.1,10.1,12.6%,4.5%,1.3,5.0,17.2%,2.8%,1.2,3.7
Silvia,Pistol,6.3%,2.8%,1.2,9.6,14.1%,2.3%,1.3,5.0,17.7%,3.3%,0.9,3.6
Sissela,Shuriken,5.9%,1.7%,1.0,10.1,13.8%,1.8%,1.1,5.2,17.6%,2.9%,1.0,3.7
Sissela,Throw,11.3%,1.2%,1.2,9.1,13.9%,0.7%,1.3,5.0,22.9%,1.6%,1.1,3.3
Xiukai,Spear,8.7%,4.6%,0.8,8.6,12.0%,1.9%,0.7,5.2,14.0%,2.0%,0.6,3.7
Xiukai,Dagger,10.9%,1.5%,1.0,7.9,10.2%,0.7%,0.6,5.1,14.0%,1.3%,0.8,3.5
Yuki,Two-Handed Sword,6.8%,8.8%,1.0,9.2,10.4%,8.4%,0.9,5.0,17.1%,5.4%,0.9,3.5
Yuki,Dual Sword,3.0%,1.0%,0.9,9.4,11.5%,3.5%,1.0,5.0,18.8%,6.8%,1.2,3.5
Zahir,Throw,7.6%,1.6%,1.3,9.0,15.7%,1.3%,1.2,4.6,26.3%,0.6%,1.2,3.3
Zahir,Shuriken,3.8%,0.6%,0.9,10.4,10.5%,0.9%,1.0,5.1,15.6%,0.2%,1.0,3.3
All Melee,,6.1%,63.8%,1.0,9.0,12.3%,61.1%,1.0,4.9,17.4%,59.9%,1.0,3.5
All Ranged,,7.0%,36.2%,1.1,9.6,12.6%,38.9%,1.1,5.0,19.2%,40.1%,1.0,3.5
