Character,Weapon,Solo Win Rate,Solo Pick Rate,Solo Player Kill,Solo Average Rank,Solo MMR Efficiency,Duo Win Rate,Duo Pick Rate,Duo Player Kill,Duo Average Rank,Duo MMR Efficiency,Squad Win Rate,Squad Pick Rate,Squad Player Kill,Squad Average Rank,Squad MMR Efficiency
Base Win Rate,,5.6%,2.8%,0.9,9.5,11.1%,2.8%,1.0,5.1,16.6%,2.8%,1.0,3.6
Adriana,Throw,4.2%,2.2%,0.9,9.7,13.1%,3.3%,0.9,4.9,18.3%,3.9%,0.8,3.5
Adela,Rapier,3.9%,1.6%,0.7,9.7,9.7%,2.3%,0.8,5.1,15.4%,2.6%,0.8,3.6
Aya,Pistol,4.7%,3.2%,1.0,9.8,11.1%,3.1%,1.0,5.2,17.0%,3.8%,1.1,3.6
Aya,Assault Rifle,6.5%,0.9%,0.7,9.3,10.0%,0.8%,0.7,5.3,14.0%,0.8%,0.8,3.8
Aya,Sniper,3.6%,1.1%,0.9,9.9,10.0%,1.3%,0.9,5.2,15.5%,2.3%,1.0,3.7
Cathy,Dagger,5.0%,6.1%,1.0,9.9,10.8%,6.4%,1.0,5.1,16.4%,5.2%,1.0,3.6
Chiara,Rapier,4.9%,2.6%,0.9,9.0,11.3%,2.5%,0.9,5.0,16.9%,2.4%,0.9,3.6
Emma,Shuriken,6.2%,2.3%,0.8,8.9,10.8%,2.6%,0.8,5.1,15.6%,2.7%,0.8,3.6
Fiora,Rapier,7.0%,3.7%,1.0,9.6,12.7%,2.3%,1.1,5.0,17.6%,1.9%,1.3,3.6
Fiora,Spear,5.4%,0.6%,0.9,9.3,11.1%,0.7%,1.0,5.1,15.5%,0.6%,1.1,3.6
Fiora,Two-Handed Sword,7.0%,0.8%,1.0,9.2,12.7%,0.6%,1.1,5.0,13.6%,0.5%,1.0,3.6
Hart,Guitar,5.9%,2.5%,1.0,10.2,12.7%,1.8%,1.1,5.2,18.6%,1.9%,1.1,3.6
Hyejin,Bow,3.7%,1.8%,0.8,9.6,11.8%,2.3%,0.8,5.1,18.7%,3.0%,0.8,3.6
Hyejin,Shuriken,4.3%,0.1%,0.7,9.1,9.8%,0.3%,0.7,5.2,19.6%,0.4%,1.0,3.6
Hyunwoo,Tonfa,6.6%,1.2%,0.7,8.3,12.2%,2.1%,0.8,4.8,16.3%,2.5%,0.7,3.6
