Character,Weapon,Solo Win Rate,Solo Pick Rate,Solo Player Kill,Solo Average Rank,Solo MMR Efficiency,Duo Win Rate,Duo Pick Rate,Duo Player Kill,Duo Average Rank,Duo MMR Efficiency,Squad Win Rate,Squad Pick Rate,Squad Player Kill,Squad Average Rank,Squad MMR Efficiency
Base Win Rate,,6.2%,2.8%,1.0,9.3,13.0%,2.8%,1.1,4.7,18.1%,2.8%,1.0,3.2
Adriana,Throw,3.7%,2.2%,1.1,10.0,12.4%,2.4%,0.8,4.8,18.1%,3.9%,0.8,3.1
Aya,Pistol,5.8%,4.0%,1.2,10.0,12.3%,3.1%,1.0,4.9,17.3%,3.5%,1.2,3.2
Aya,Assault Rifle,8.0%,0.6%,0.8,8.5,11.2%,0.9%,0.9,5.0,11.3%,0.3%,0.7,3.1
Aya,Sniper,2.2%,0.5%,0.9,10.1,9.8%,1.1%,0.9,5.1,15.0%,2.2%,1.0,3.3
Cathy,Dagger,5.0%,5.6%,1.1,10.0,13.3%,8.6%,1.2,4.8,19.4%,6.1%,1.1,3.1
Chiara,Rapier,5.4%,5.2%,1.0,9.4,12.9%,3.2%,1.1,4.6,18.1%,2.8%,0.9,3.1
Emma,Shuriken,9.8%,2.6%,0.9,8.8,11.5%,3.4%,0.9,4.7,18.2%,2.3%,1.0,3.2
Fiora,Rapier,6.8%,4.1%,1.1,9.4,13.5%,1.8%,1.2,4.8,17.7%,1.2%,1.4,3.1
Fiora,Spear,5.5%,1.1%,1.0,8.4,11.7%,1.2%,1.3,4.8,15.3%,0.3%,1.1,3.4
Fiora,Two-Handed Sword,6.8%,0.5%,1.1,9.0,10.9%,0.4%,1.3,4.8,24.7%,0.4%,1.4,3.2
Hart,Guitar,6.5%,3.5%,1.1,10.1,12.8%,1.8%,1.1,4.9,19.3%,2.7%,1.2,3.2
Hyejin,Bow,6.4%,3.1%,1.1,9.5,14.5%,2.8%,0.9,4.7,20.1%,5.2%,0.9,3.2
Hyejin,Shuriken,8.2%,0.3%,1.1,8.8,21.9%,0.6%,1.2,4.6,21.3%,1.6%,0.9,3.3
Hyunwoo,Tonfa,5.1%,1.1%,0.9,8.4,13.0%,2.3%,0.8,4.8,16.8%,2.7%,0.8,3.3
Hyunwoo,Glove,11.5%,3.1%,0.7,7.1,11.5%,4.1%,0.8,4.6,16.8%,2.5%,0.8,3.2
Isol,Assault Rifle,9.7%,1.8%,1.0,9.0,12.2%,3.7%,1.2,4.7,15.7%,2.6%,1.1,3.3
Isol,Pistol,9.2%,1.9%,0.9,8.3,14.3%,2.1%,1.0,4.7,18.3%,2.3%,1.0,3.3
Jackie,Axe,5.5%,0.7%,0.9,7.4,14.6%,1.2%,1.3,4.7,18.0%,2.0%,1.3,3.0
Jackie,Two-Handed Sword,5.8%,0.8%,0.7,7.8,18.0%,0.5%,1.1,4.4,10.5%,0.1%,1.0,3.1
Jackie,Dual Sword,5.6%,1.5%,0.9,9.0,10.6%,1.7%,1.0,4.8,16.6%,2.3%,1.2,3.1
Jackie,Dagger,6.1%,2.5%,0.7,7.5,13.0%,0.9%,0.9,4.1,16.1%,1.9%,1.2,2.9
Lenox,Whip,3.9%,1.4%,0.9,9.5,15.4%,4.1%,0.9,4.8,20.4%,6.4%,0.8,3.4
Li Dailin,Glove,4.9%,3.3%,0.9,8.3,12.0%,3.5%,1.0,4.7,15.6%,3.1%,1.1,3.4
Li Dailin,Nunchaku,3.7%,4.1%,1.0,9.0,11.5%,3.5%,1.2,4.7,19.2%,3.7%,1.2,3.3
Luke,Bat,6.8%,6.7%,1.1,10.5,12.6%,4.4%,1.1,4.9,13.7%,2.7%,0.9,3.3
Magnus,Bat,12.6%,0.5%,0.9,5.7,16.5%,0.4%,1.0,4.5,17.3%,0.5%,0.8,3.0
Magnus,Hammer,5.8%,1.5%,1.0,8.1,17.8%,1.5%,1.1,4.2,18.9%,4.4%,0.9,3.1
Nadine,Bow,11.3%,1.9%,1.1,9.3,18.2%,1.7%,1.3,4.5,21.8%,2.0%,1.2,3.1
Nadine,Crossbow,8.2%,1.6%,1.1,9.3,16.6%,0.7%,1.4,4.7,22.2%,0.3%,1.3,3.0
Rozzi,Pistol,5.8%,4.4%,1.1,10.3,14.1%,6.3%,1.4,4.8,17.3%,4.3%,1.3,3.2
Shoichi,Dagger,3.0%,7.1%,1.1,9.8,12.1%,4.3%,1.2,4.8,15.7%,2.6%,1.2,3.3
Silvia,Pistol,5.0%,3.3%,1.0,9.9,12.3%,2.3%,0.9,4.8,18.2%,2.6%,0.8,3.3
Sissela,Shuriken,7.6%,2.3%,1.1,10.0,12.7%,2.4%,1.2,5.0,20.5%,4.1%,1.1,3.3
Sissela,Throw,7.6%,1.3%,1.1,9.0,11.3%,0.4%,0.8,4.9,22.0%,0.9%,1.2,3.2
Xiukai,Spear,7.0%,3.0%,0.7,9.1,15.3%,1.9%,0.9,4.9,18.2%,2.1%,0.8,3.0
Xiukai,Dagger,8.8%,1.4%,0.9,8.5,14.5%,1.0%,1.1,4.5,20.8%,0.7%,1.0,3.2
Yuki,Two-Handed Sword,5.3%,6.6%,0.9,9.3,11.5%,8.1%,0.9,4.7,16.8%,5.5%,0.8,3.2
Yuki,Dual Sword,3.9%,1.0%,0.8,8.9,12.0%,3.2%,1.0,4.7,15.6%,4.4%,1.0,3.2
Zahir,Throw,8.3%,0.5%,1.2,9.7,14.4%,0.7%,1.1,4.7,22.6%,0.4%,1.0,2.9
Zahir,Shuriken,4.2%,1.4%,1.0,9.7,12.4%,1.5%,1.2,4.8,19.9%,0.7%,1.2,3.0
All Melee,,5.7%,62.8%,1.0,9.1,12.8%,62.0%,1.1,4.7,17.7%,58.2%,1.0,3.2
All Ranged,,6.9%,37.2%,1.1,9.6,13.3%,38.0%,1.1,4.8,18.7%,41.8%,1.1,3.2
