Character,Weapon,Solo Win Rate,Solo Pick Rate,Solo Player Kill,Solo Average Rank,Solo MMR Efficiency,Duo Win Rate,Duo Pick Rate,Duo Player Kill,Duo Average Rank,Duo MMR Efficiency,Squad Win Rate,Squad Pick Rate,Squad Player Kill,Squad Average Rank,Squad MMR Efficiency
Base Win Rate,,5.6%,2.8%,0.9,9.5,11.1%,2.8%,1.0,4.9,16.6%,2.8%,1.0,3.3
Adriana,Throw,3.9%,1.3%,0.9,9.5,11.8%,1.7%,0.8,4.7,16.6%,2.5%,0.7,3.2
Aya,Pistol,6.1%,4.1%,1.1,9.7,11.6%,4.0%,1.0,4.9,17.7%,4.3%,1.2,3.2
Aya,Assault Rifle,5.6%,1.1%,0.7,9.2,9.8%,1.0%,0.7,5.0,15.0%,1.0%,0.8,3.2
Aya,Sniper,3.5%,1.4%,0.9,10.0,9.0%,1.8%,0.9,5.0,15.7%,2.7%,1.0,3.2
Cathy,Dagger,6.5%,11.1%,1.1,9.8,13.0%,10.8%,1.2,4.8,18.3%,8.8%,1.2,3.2
Chiara,Rapier,5.1%,3.2%,0.9,9.4,10.4%,3.0%,0.9,4.9,15.7%,2.9%,0.8,3.3
Emma,Shuriken,6.7%,2.6%,0.8,9.2,11.3%,2.8%,0.8,4.9,16.5%,2.9%,0.8,3.2
Fiora,Rapier,7.0%,3.7%,1.0,9.6,11.9%,2.2%,1.0,4.8,17.3%,1.6%,1.2,3.2
Fiora,Spear,5.6%,1.0%,0.9,9.0,9.2%,1.0%,1.0,5.0,14.0%,0.7%,1.0,3.3
Fiora,Two-Handed Sword,7.4%,0.7%,0.9,9.0,10.8%,0.5%,1.1,4.9,16.5%,0.4%,1.0,3.3
Hart,Guitar,5.4%,1.9%,1.0,10.2,12.1%,1.5%,1.1,4.9,17.4%,1.7%,1.1,3.2
Hyejin,Bow,4.5%,2.3%,0.9,9.5,12.5%,2.7%,0.8,4.8,17.3%,3.5%,0.8,3.3
Hyejin,Shuriken,3.8%,0.2%,0.7,9.4,12.5%,0.4%,0.9,4.9,18.9%,0.6%,0.9,3.3
Hyunwoo,Tonfa,6.4%,0.9%,0.8,8.5,12.2%,1.6%,0.8,4.7,17.7%,2.5%,0.7,3.3
Hyunwoo,Glove,7.1%,4.2%,0.7,8.2,10.7%,4.6%,0.8,4.7,15.3%,4.0%,0.7,3.3
Isol,Assault Rifle,6.2%,1.5%,0.8,8.8,10.4%,2.7%,1.1,4.8,15.7%,2.4%,1.1,3.3
Isol,Pistol,8.1%,1.1%,0.8,8.3,12.8%,1.5%,1.0,4.6,17.5%,1.7%,1.0,3.2
Jackie,Axe,4.0%,0.9%,0.8,8.9,10.1%,1.1%,1.1,4.7,16.7%,1.1%,1.2,3.2
Jackie,Two-Handed Sword,6.0%,0.5%,0.7,8.6,9.8%,0.4%,1.0,4.8,16.9%,0.3%,1.1,3.2
Jackie,Dual Sword,5.5%,4.2%,0.9,9.4,8.5%,4.0%,0.9,5.0,14.4%,3.3%,1.0,3.3
Jackie,Dagger,7.1%,2.7%,0.8,8.5,9.7%,1.5%,0.9,4.7,16.1%,1.4%,1.1,3.1
Lenox,Whip,4.3%,1.7%,0.9,9.2,11.4%,3.8%,0.8,4.9,17.4%,4.8%,0.8,3.3
Li Dailin,Glove,4.0%,2.3%,0.8,8.8,10.4%,2.6%,1.0,4.7,14.7%,2.6%,1.0,3.3
Li Dailin,Nunchaku,3.4%,2.3%,0.9,9.4,11.8%,2.7%,1.1,4.8,17.3%,2.9%,1.1,3.3
Luke,Bat,5.8%,10.5%,1.1,10.1,9.8%,8.8%,1.1,5.0,14.8%,6.6%,1.1,3.3
Magnus,Bat,6.2%,0.4%,0.7,7.5,10.7%,0.4%,0.7,4.7,16.3%,0.6%,0.7,3.2
Magnus,Hammer,6.4%,1.1%,0.9,8.0,11.6%,1.7%,0.9,4.7,17.2%,2.7%,0.8,3.2
Nadine,Bow,7.5%,1.6%,0.9,9.8,12.6%,1.6%,1.1,4.8,19.2%,2.0%,1.1,3.2
Nadine,Crossbow,7.1%,1.0%,1.0,9.7,12.0%,0.6%,1.1,4.8,15.7%,0.6%,1.1,3.3
Rozzi,Pistol,4.8%,4.9%,1.0,10.5,11.4%,4.9%,1.2,5.0,16.1%,4.4%,1.2,3.3
Shoichi,Dagger,3.4%,4.0%,1.0,9.7,11.7%,2.8%,1.2,4.8,16.7%,2.5%,1.3,3.2
Silvia,Pistol,3.9%,1.8%,0.9,9.8,9.9%,1.6%,0.9,4.9,15.8%,1.9%,0.8,3.3
Sissela,Shuriken,4.9%,2.0%,0.9,10.0,10.8%,2.0%,0.9,5.0,16.7%,2.8%,0.9,3.3
Sissela,Throw,4.7%,0.8%,0.9,9.9,9.0%,0.5%,0.8,5.0,18.3%,0.7%,0.9,3.2
Xiukai,Spear,7.1%,1.8%,0.8,9.3,11.3%,1.2%,0.7,5.0,16.8%,1.7%,0.7,3.2
Xiukai,Dagger,6.7%,0.8%,0.7,8.9,9.9%,0.7%,0.8,4.9,16.9%,0.7%,0.8,3.2
Yuki,Two-Handed Sword,4.9%,7.8%,0.9,9.4,10.8%,7.0%,0.9,4.8,17.4%,6.2%,0.9,3.2
Yuki,Dual Sword,3.9%,3.3%,0.8,9.1,11.3%,4.8%,0.9,4.7,16.1%,4.3%,1.0,3.3
Zahir,Throw,6.7%,0.4%,1.0,9.7,12.0%,0.4%,1.0,4.8,18.6%,0.4%,1.0,3.1
Zahir,Shuriken,5.4%,0.9%,1.1,9.6,11.9%,1.2%,1.1,4.8,16.2%,1.1%,1.0,3.3
