Character,Weapon,Solo Win Rate,Solo Pick Rate,Solo Player Kill,Solo Average Rank,Solo MMR Efficiency,Duo Win Rate,Duo Pick Rate,Duo Player Kill,Duo Average Rank,Duo MMR Efficiency,Squad Win Rate,Squad Pick Rate,Squad Player Kill,Squad Average Rank,Squad MMR Efficiency
Base Win Rate,,6.5%,2.4%,1.0,9.2,12.5%,2.4%,1.1,4.9,17.9%,2.4%,1.0,3.5
Adriana,Throw,6.6%,2.3%,1.3,9.6,15.7%,3.6%,1.1,4.8,18.4%,5.1%,0.8,3.5
Adela,Rapier,9.6%,0.5%,1.0,7.5,14.3%,0.6%,1.1,4.8,14.9%,0.8%,1.0,3.7
Aya,Pistol,5.5%,2.6%,1.2,9.4,10.8%,2.7%,0.9,5.1,15.3%,2.4%,1.0,3.6
Aya,Assault Rifle,9.6%,0.5%,0.8,8.6,7.9%,0.5%,0.6,5.1,12.1%,0.2%,0.8,3.7
Aya,Sniper Rifle,6.6%,0.4%,1.4,9.4,10.1%,1.3%,0.9,5.3,17.0%,2.5%,1.0,3.6
Cathy,Dagger,6.4%,2.0%,1.0,9.2,11.7%,4.4%,1.1,4.9,19.3%,2.6%,1.0,3.6
Bernice,Sniper Rifle,5.3%,3.6%,1.0,8.6,12.8%,2.6%,1.2,4.9,18.2%,2.4%,0.9,3.4
Chiara,Rapier,5.3%,3.6%,1.0,8.6,12.8%,2.6%,1.2,4.9,18.2%,2.4%,0.9,3.4
Emma,Shuriken,10.9%,2.0%,0.9,8.3,13.1%,2.0%,0.9,4.9,18.3%,2.2%,0.8,3.6
Fiora,Rapier,5.4%,3.4%,1.0,10.0,13.7%,3.2%,1.1,4.7,18.8%,2.8%,1.4,3.4
Fiora,Spear,4.2%,1.0%,0.8,9.0,12.9%,0.9%,1.0,4.9,13.2%,0.1%,1.0,4.0
Fiora,Two-Handed Sword,7.6%,0.9%,1.1,9.3,16.2%,0.9%,1.5,5.1,23.9%,0.3%,1.8,3.2
Hart,Guitar,8.2%,5.7%,1.2,9.8,14.5%,3.1%,1.2,5.0,17.9%,2.9%,1.1,3.6
Hyejin,Bow,6.1%,3.2%,1.2,9.1,14.4%,2.9%,0.9,4.8,19.8%,4.9%,0.9,3.5
Hyejin,Shuriken,14.6%,0.1%,1.1,7.7,20.0%,0.8%,1.0,4.8,24.6%,0.9%,1.1,3.3
Hyunwoo,Tonfa,7.5%,1.6%,0.9,8.2,11.8%,1.8%,0.8,5.0,18.1%,3.1%,0.7,3.4
Hyunwoo,Glove,9.1%,3.1%,0.7,7.7,10.4%,4.5%,0.8,4.9,14.5%,2.8%,0.7,3.6
Isol,Assault Rifle,8.2%,1.5%,1.0,8.8,11.9%,3.0%,1.4,4.9,16.9%,1.9%,1.2,3.5
Isol,Pistol,10.2%,1.0%,0.8,8.2,16.1%,1.2%,1.0,4.3,22.3%,1.2%,1.1,3.2
Jackie,Axe,6.7%,0.6%,0.9,7.0,11.1%,0.9%,1.1,4.6,16.0%,1.2%,1.0,3.5
Jackie,Two-Handed Sword,6.5%,0.7%,0.7,7.2,15.5%,0.3%,0.9,4.6,13.7%,0.3%,1.1,3.8
Jackie,Dual Sword,5.7%,2.8%,0.9,8.3,12.2%,2.7%,1.1,4.9,20.0%,6.0%,1.2,3.4
Jackie,Dagger,7.1%,1.6%,0.8,7.3,11.6%,0.5%,0.8,4.9,9.6%,0.7%,0.9,4.0
Lenox,Whip,4.1%,1.3%,0.9,9.7,15.7%,2.4%,1.0,4.8,16.9%,3.9%,0.7,3.6
Li Dailin,Glove,5.1%,6.1%,1.1,8.7,11.8%,3.5%,1.2,4.8,18.7%,3.3%,1.2,3.4
Li Dailin,Nunchaku,3.7%,3.0%,1.1,9.3,12.2%,3.4%,1.2,4.7,18.3%,4.4%,1.2,3.4
Luke,Bat,7.0%,5.9%,1.0,10.2,9.6%,5.6%,1.0,5.2,14.5%,2.3%,1.1,3.6
Magnus,Bat,4.7%,0.2%,1.0,8.1,6.9%,0.7%,0.7,4.7,10.5%,0.3%,0.8,3.8
Magnus,Hammer,4.0%,0.4%,0.8,8.5,11.8%,1.3%,0.8,4.9,14.2%,2.2%,0.7,3.5
Nadine,Bow,10.0%,2.1%,1.0,9.3,17.1%,1.4%,1.3,4.7,19.3%,1.7%,1.2,3.5
Nadine,Crossbow,7.0%,0.8%,1.0,9.7,15.1%,0.6%,1.3,5.0,22.0%,0.4%,1.3,3.3
