Character,Weapon,Solo Win Rate,Solo Pick Rate,Solo Player Kill,Solo Average Rank,Solo MMR Efficiency,Duo Win Rate,Duo Pick Rate,Duo Player Kill,Duo Average Rank,Duo MMR Efficiency,Squad Win Rate,Squad Pick Rate,Squad Player Kill,Squad Average Rank,Squad MMR Efficiency
Base Win Rate,,5.6%,2.4%,0.9,9.5,11.1%,2.4%,1.0,5.1,16.6%,2.4%,1.0,3.6
Adriana,Throw,4.9%,1.9%,0.9,9.5,13.4%,2.6%,0.9,4.9,18.6%,3.7%,0.9,3.5
Adela,Rapier,5.0%,0.8%,0.8,8.9,12.6%,1.0%,0.9,4.9,16.4%,1.2%,0.9,3.6
Aya,Pistol,5.2%,2.8%,1.0,9.4,11.4%,3.0%,1.0,5.1,16.4%,3.4%,1.0,3.6
Aya,Assault Rifle,5.5%,0.7%,0.7,9.5,9.2%,0.6%,0.7,5.3,15.6%,0.7%,0.9,3.6
Aya,Sniper,4.8%,1.1%,1.0,9.4,10.7%,1.4%,1.0,5.1,15.7%,2.1%,1.0,3.7
Bernice,Sniper,4.6%,4.4%,0.9,10.6,11.8%,6.3%,1.1,5.3,16.9%,6.4%,1.0,3.7
Cathy,Dagger,5.6%,6.8%,1.0,9.8,11.6%,5.7%,1.1,5.1,16.8%,4.5%,1.0,3.6
Chiara,Rapier,5.2%,2.5%,0.9,8.7,11.3%,2.4%,0.9,5.0,16.6%,2.3%,0.8,3.6
Emma,Shuriken,5.5%,2.0%,0.7,9.1,10.3%,2.5%,0.8,5.2,14.8%,2.4%,0.7,3.7
Fiora,Rapier,6.4%,3.1%,0.9,9.5,12.2%,2.3%,1.1,4.9,18.0%,1.7%,1.2,3.5
Fiora,Spear,5.3%,0.7%,0.8,9.3,10.4%,0.7%,1.0,5.0,18.8%,0.5%,1.2,3.5
Fiora,Two-Handed Sword,7.0%,0.9%,1.0,9.3,12.1%,0.7%,1.2,5.1,14.1%,0.6%,1.1,3.7
Hart,Guitar,6.0%,3.0%,1.0,10.2,11.9%,2.3%,1.1,5.2,16.8%,2.3%,1.0,3.6
Hyejin,Bow,5.1%,1.9%,0.9,9.2,11.3%,2.0%,0.7,5.0,17.7%,2.8%,0.8,3.6
Hyejin,Shuriken,4.5%,0.1%,0.6,9.1,14.2%,0.3%,0.9,4.9,19.8%,0.4%,0.9,3.5
Hyunwoo,Tonfa,5.2%,1.3%,0.7,8.8,10.7%,2.0%,0.7,5.0,16.4%,2.7%,0.6,3.5
Hyunwoo,Glove,5.9%,4.2%,0.8,8.3,11.0%,5.2%,0.8,4.9,16.0%,4.7%,0.8,3.6
Isol,Assault Rifle,6.5%,1.4%,0.9,8.7,10.7%,2.0%,1.1,5.0,15.0%,1.9%,1.1,3.6
Isol,Pistol,6.2%,0.7%,0.8,8.3,12.2%,0.9%,1.0,4.7,17.6%,1.0%,1.0,3.4
Jackie,Axe,3.5%,0.5%,0.7,9.2,8.4%,0.8%,1.0,4.9,16.6%,0.8%,1.1,3.5
Jackie,Two-Handed Sword,6.2%,0.4%,0.7,8.5,10.2%,0.3%,0.9,5.1,14.4%,0.3%,0.8,3.6
Jackie,Dual Sword,5.7%,5.2%,0.8,9.2,9.0%,4.7%,0.9,5.1,16.4%,4.7%,1.1,3.6
Jackie,Dagger,6.5%,1.4%,0.8,8.7,10.7%,0.8%,0.9,4.9,14.3%,0.6%,1.0,3.6
Lenox,Whip,4.6%,1.4%,0.9,9.2,11.4%,3.0%,0.8,5.1,17.1%,3.6%,0.7,3.6
Li Dailin,Glove,4.2%,3.4%,1.0,9.0,10.6%,3.2%,1.1,5.0,17.0%,2.9%,1.2,3.5
Li Dailin,Nunchaku,3.6%,2.0%,0.9,9.2,10.2%,2.9%,1.0,5.0,15.9%,3.2%,1.1,3.5
Luke,Bat,6.3%,10.6%,1.0,10.1,9.7%,8.7%,1.0,5.3,14.9%,6.4%,1.0,3.7
Magnus,Bat,5.1%,0.5%,0.9,8.5,9.4%,0.5%,0.9,4.9,14.8%,0.5%,0.7,3.7
Magnus,Hammer,3.3%,0.5%,0.7,8.7,10.5%,1.0%,0.8,5.0,15.1%,1.7%,0.7,3.6
Nadine,Bow,6.3%,1.8%,0.9,9.8,12.1%,1.5%,1.1,5.1,16.3%,1.8%,1.0,3.7
Nadine,Crossbow,5.9%,0.7%,1.0,10.0,11.9%,0.6%,1.1,5.1,17.0%,0.6%,1.0,3.6
Rozzi,Pistol,6.4%,7.0%,1.1,10.1,11.9%,6.0%,1.3,5.2,17.1%,5.3%,1.3,3.6
Shoichi,Dagger,3.6%,3.8%,1.0,9.7,10.8%,2.5%,1.1,5.1,17.2%,2.3%,1.2,3.6
Silvia,Pistol,5.3%,1.7%,1.0,9.1,10.2%,1.5%,0.9,5.0,15.2%,1.4%,0.8,3.6
Sissela,Shuriken,5.2%,1.8%,1.0,10.1,10.2%,2.1%,0.9,5.3,17.3%,2.9%,0.9,3.7
Sissela,Throw,4.4%,1.1%,0.9,10.1,10.8%,0.8%,0.9,5.3,17.0%,1.0%,1.0,3.6
Xiukai,Spear,8.1%,1.8%,0.8,8.4,13.3%,1.1%,0.8,5.0,16.5%,1.5%,0.7,3.6
Xiukai,Dagger,6.3%,0.5%,0.6,8.9,12.7%,0.5%,0.8,4.9,17.3%,0.6%,0.7,3.7
Yuki,Two-Handed Sword,5.9%,9.0%,1.0,9.6,11.1%,7.6%,0.9,5.1,17.6%,6.2%,1.0,3.5
Yuki,Dual Sword,4.6%,3.0%,0.9,9.1,11.5%,4.7%,1.0,4.9,17.3%,4.8%,1.0,3.5
Zahir,Throw,7.4%,1.1%,1.0,9.2,13.1%,0.9%,1.0,4.9,18.4%,0.8%,1.0,3.5
Zahir,Shuriken,5.7%,0.4%,1.0,9.4,14.4%,0.6%,1.2,4.9,15.3%,0.8%,1.0,3.6
