Character,Weapon,Solo Win Rate,Solo Pick Rate,Solo Player Kill,Solo Average Rank,Solo MMR Efficiency,Duo Win Rate,Duo Pick Rate,Duo Player Kill,Duo Average Rank,Duo MMR Efficiency,Squad Win Rate,Squad Pick Rate,Squad Player Kill,Squad Average Rank,Squad MMR Efficiency
Base Win Rate,,5.6%,2.4%,0.9,9.5,11.1%,2.4%,1.0,5.1,16.6%,2.4%,1.0,3.6
Adriana,Throw,5.0%,1.9%,1.0,9.3,12.9%,2.8%,0.9,5.0,17.7%,3.7%,0.8,3.6
Adela,Rapier,3.1%,0.8%,0.6,9.8,9.9%,1.2%,0.8,5.2,15.3%,1.6%,0.8,3.7
Aya,Pistol,5.6%,3.3%,1.1,9.4,11.7%,3.2%,1.0,5.1,16.8%,3.7%,1.1,3.6
Aya,Assault Rifle,5.6%,0.8%,0.7,9.4,9.8%,0.8%,0.8,5.2,16.7%,0.8%,0.9,3.7
Aya,Sniper,4.2%,1.3%,1.1,9.6,10.1%,1.5%,1.0,5.1,17.5%,2.6%,1.1,3.6
Cathy,Dagger,5.7%,6.8%,1.1,9.8,11.4%,6.2%,1.1,5.1,17.2%,5.1%,1.1,3.6
Chiara,Rapier,5.2%,2.6%,0.9,8.9,10.9%,2.4%,0.9,5.0,16.9%,2.3%,0.9,3.6
Emma,Shuriken,5.6%,2.2%,0.8,9.2,10.4%,2.5%,0.8,5.1,16.2%,2.4%,0.8,3.6
Fiora,Rapier,7.4%,3.3%,1.0,9.4,13.1%,2.3%,1.1,4.9,18.0%,2.0%,1.3,3.5
Fiora,Spear,6.4%,0.7%,0.9,9.1,10.0%,0.7%,1.0,5.1,16.6%,0.5%,1.0,3.6
Fiora,Two-Handed Sword,6.1%,0.7%,1.0,9.4,11.8%,0.6%,1.2,5.0,18.2%,0.6%,1.3,3.5
Hart,Guitar,5.5%,2.5%,1.0,10.4,14.0%,1.9%,1.2,5.1,19.3%,2.2%,1.1,3.6
Hyejin,Bow,4.7%,1.8%,0.9,9.4,11.4%,2.3%,0.8,5.1,17.5%,3.0%,0.8,3.6
Hyejin,Shuriken,4.1%,0.1%,0.6,9.3,11.0%,0.3%,0.8,5.4,19.3%,0.4%,0.8,3.6
Hyunwoo,Tonfa,5.4%,2.4%,0.7,9.0,10.8%,3.0%,0.7,5.0,17.2%,3.4%,0.7,3.5
Hyunwoo,Glove,5.1%,4.4%,0.7,8.6,10.4%,5.8%,0.8,5.0,15.6%,5.2%,0.7,3.6
Isol,Assault Rifle,6.7%,1.5%,0.9,8.8,11.5%,2.4%,1.2,5.0,15.1%,2.2%,1.1,3.6
Isol,Pistol,7.2%,0.8%,0.9,8.3,11.2%,1.2%,1.0,4.8,16.6%,1.2%,0.9,3.4
Jackie,Axe,4.0%,0.6%,0.8,8.8,8.5%,0.7%,1.1,5.0,15.2%,0.9%,1.1,3.5
Jackie,Two-Handed Sword,6.4%,0.4%,0.6,8.7,11.2%,0.3%,1.0,5.0,17.7%,0.3%,1.1,3.5
Jackie,Dual Sword,5.8%,5.9%,0.9,9.3,9.0%,4.8%,0.9,5.2,16.0%,4.8%,1.1,3.6
Jackie,Dagger,6.2%,1.8%,0.7,9.0,9.3%,1.0%,0.9,5.1,14.4%,0.9%,1.1,3.5
Lenox,Whip,3.1%,1.4%,0.7,9.3,10.8%,2.9%,0.7,5.1,16.6%,3.6%,0.7,3.6
Li Dailin,Glove,3.6%,2.7%,0.9,9.1,9.7%,2.8%,1.0,5.0,16.3%,2.6%,1.1,3.5
Li Dailin,Nunchaku,3.3%,2.3%,1.0,9.2,9.7%,3.4%,1.1,5.1,16.0%,3.4%,1.1,3.6
Luke,Bat,6.9%,12.6%,1.1,10.0,10.4%,10.2%,1.1,5.2,15.3%,7.5%,1.1,3.7
Magnus,Bat,4.9%,0.3%,0.9,8.3,9.7%,0.4%,0.8,4.9,14.7%,0.3%,0.7,3.5
Magnus,Hammer,4.9%,0.8%,0.9,8.7,10.2%,1.2%,0.8,5.0,15.9%,2.0%,0.7,3.6
Nadine,Bow,6.9%,1.5%,0.9,9.8,12.2%,1.6%,1.0,5.1,16.5%,1.8%,1.0,3.6
Nadine,Crossbow,6.4%,0.8%,1.0,9.8,11.6%,0.7%,1.1,5.1,16.3%,0.6%,1.0,3.7
Rozzi,Pistol,5.0%,6.0%,1.0,10.4,11.8%,6.2%,1.2,5.2,16.5%,5.3%,1.3,3.6
Shoichi,Dagger,3.8%,3.9%,1.0,9.8,12.4%,2.7%,1.3,5.0,16.6%,2.4%,1.2,3.7
Silvia,Pistol,5.6%,1.7%,1.0,9.2,11.9%,1.5%,1.0,5.0,18.0%,1.5%,1.0,3.5
Sissela,Shuriken,4.6%,2.0%,0.9,10.2,9.8%,2.1%,0.9,5.3,16.1%,2.9%,0.9,3.7
Sissela,Throw,3.7%,1.1%,0.9,10.2,9.9%,0.8%,0.9,5.3,17.5%,1.0%,0.9,3.6
Xiukai,Spear,7.8%,2.1%,0.8,8.6,13.0%,1.2%,0.8,5.1,16.3%,1.5%,0.7,3.7
Xiukai,Dagger,6.1%,0.5%,0.6,8.9,11.7%,0.5%,0.7,5.1,17.6%,0.8%,0.7,3.6
Yuki,Two-Handed Sword,5.9%,9.3%,0.9,9.6,12.2%,7.7%,1.0,5.0,17.1%,6.2%,0.9,3.6
Yuki,Dual Sword,4.3%,3.1%,0.8,9.3,11.5%,4.6%,1.0,4.9,16.9%,5.3%,1.0,3.6
Zahir,Throw,7.4%,0.9%,1.1,9.2,12.9%,0.7%,1.0,5.0,17.2%,0.7%,0.9,3.6
Zahir,Shuriken,4.9%,0.4%,1.1,9.3,11.9%,0.7%,1.0,5.0,16.3%,0.7%,1.0,3.6
