Character,Weapon,Solo Win Rate,Solo Pick Rate,Solo Player Kill,Solo Average Rank,Solo MMR Efficiency,Duo Win Rate,Duo Pick Rate,Duo Player Kill,Duo Average Rank,Duo MMR Efficiency,Squad Win Rate,Squad Pick Rate,Squad Player Kill,Squad Average Rank,Squad MMR Efficiency
Base Win Rate,,6.7%,2.4%,1.0,9.2,12.5%,2.4%,1.1,4.9,17.8%,2.4%,1.0,3.5
Adriana,Throw,6.8%,2.5%,1.2,9.6,14.9%,3.7%,1.1,4.9,16.0%,5.5%,0.8,3.7
Adela,Rapier,4.0%,0.7%,0.7,10.3,8.4%,0.7%,1.0,5.1,17.0%,0.8%,0.9,3.5
Aya,Pistol,5.7%,3.5%,1.3,9.4,15.4%,3.1%,1.1,4.8,17.7%,2.6%,1.1,3.6
Aya,Assault Rifle,15.4%,0.6%,0.7,7.8,12.1%,0.5%,0.6,5.2,10.9%,0.4%,0.7,3.6
Aya,Sniper,3.6%,0.5%,1.1,10.2,11.2%,0.9%,0.9,5.0,21.5%,2.0%,1.2,3.3
Cathy,Dagger,6.0%,2.1%,1.0,9.3,11.2%,3.6%,1.0,5.1,16.2%,3.1%,1.0,3.5
Chiara,Rapier,4.7%,4.9%,1.0,8.9,11.8%,2.5%,1.1,4.8,23.7%,1.7%,1.2,3.0
Emma,Shuriken,9.6%,2.5%,1.0,8.7,11.1%,2.1%,0.9,4.9,23.4%,2.2%,1.2,3.3
Fiora,Rapier,6.7%,3.0%,1.1,9.5,16.1%,3.8%,1.3,4.7,21.4%,3.6%,1.5,3.2
Fiora,Spear,7.0%,0.9%,1.1,8.5,15.8%,1.0%,1.3,4.4,0.0%,0.0%,0.8,4.5
Fiora,Two-Handed Sword,5.1%,0.5%,0.8,8.9,11.2%,0.7%,1.0,5.1,30.4%,0.3%,2.3,3.2
Hart,Guitar,6.8%,4.7%,1.1,10.1,13.5%,2.2%,1.1,4.8,21.5%,3.1%,1.2,3.4
Hyejin,Bow,7.3%,2.9%,1.2,8.9,10.3%,4.2%,0.8,5.0,22.0%,5.0%,0.8,3.4
Hyejin,Shuriken,14.3%,0.2%,1.3,6.3,12.8%,0.5%,0.8,5.1,27.2%,1.1%,1.0,3.4
Hyunwoo,Tonfa,7.0%,2.4%,0.9,8.6,13.0%,2.1%,0.7,4.9,15.0%,3.6%,0.6,3.6
Hyunwoo,Glove,9.0%,2.3%,0.7,7.2,9.2%,4.0%,0.7,5.1,17.1%,2.9%,0.8,3.5
Isol,Assault Rifle,12.0%,1.6%,1.0,8.4,14.0%,4.3%,1.2,4.7,14.1%,1.8%,1.2,3.5
Isol,Pistol,9.4%,1.5%,1.0,8.1,14.1%,1.5%,1.0,4.4,9.7%,1.2%,0.8,3.8
Jackie,Axe,7.9%,1.0%,0.9,6.7,7.2%,0.7%,1.0,4.7,14.7%,1.0%,1.3,3.4
Jackie,Two-Handed Sword,8.9%,0.7%,0.8,7.3,18.8%,0.4%,0.9,4.4,18.8%,0.5%,1.1,3.3
Jackie,Dual Sword,6.2%,2.8%,0.9,8.5,13.5%,2.2%,1.3,4.9,17.1%,6.1%,1.4,3.4
Jackie,Dagger,6.4%,1.6%,0.8,7.2,13.5%,0.3%,0.7,5.4,9.9%,1.4%,1.1,3.8
Lenox,Whip,4.1%,0.6%,0.8,9.5,14.9%,3.7%,0.8,4.8,17.8%,4.8%,0.7,3.5
Li Dailin,Glove,5.5%,4.0%,1.0,9.0,9.8%,3.1%,1.1,4.9,16.6%,3.9%,1.2,3.5
Li Dailin,Nunchaku,3.4%,4.3%,1.1,9.1,9.9%,4.8%,1.1,5.1,18.2%,5.3%,1.1,3.5
Luke,Bat,8.2%,7.2%,1.1,10.1,12.2%,6.6%,1.1,5.0,13.2%,3.0%,1.1,3.6
Magnus,Bat,7.5%,0.5%,1.2,7.4,6.1%,0.3%,1.1,4.8,21.4%,0.1%,1.0,2.9
Magnus,Hammer,4.0%,1.4%,1.0,8.7,11.7%,1.6%,1.0,5.0,17.5%,2.1%,0.9,3.6
Nadine,Bow,9.9%,2.0%,1.0,8.9,15.7%,1.6%,1.4,4.9,23.7%,1.6%,1.1,3.4
Nadine,Crossbow,7.4%,1.0%,1.1,9.5,18.3%,0.8%,1.4,5.1,16.4%,0.9%,1.1,3.6
Rozzi,Pistol,5.8%,5.4%,1.0,10.2,13.2%,6.3%,1.3,5.1,20.1%,4.2%,1.4,3.4
Shoichi,Dagger,3.5%,7.2%,1.2,10.1,10.6%,4.4%,1.2,5.0,15.4%,2.6%,1.1,3.7
Silvia,Pistol,7.2%,3.9%,1.2,9.5,11.7%,1.7%,1.0,5.3,21.6%,2.1%,1.1,3.3
Sissela,Shuriken,5.7%,2.2%,1.1,10.6,14.3%,1.6%,1.2,5.0,19.6%,3.1%,1.1,3.7
Sissela,Throw,7.9%,1.3%,1.1,9.4,12.9%,0.6%,1.0,5.2,16.2%,1.6%,1.1,3.5
Xiukai,Spear,9.8%,3.6%,0.9,8.1,14.7%,1.4%,0.9,4.7,19.6%,1.4%,0.6,3.6
Xiukai,Dagger,11.5%,1.3%,0.9,8.4,17.8%,0.9%,0.8,4.6,20.3%,1.0%,0.8,3.4
Yuki,Two-Handed Sword,5.4%,8.2%,0.9,9.5,12.5%,10.1%,1.0,4.8,16.1%,4.9%,0.7,3.5
Yuki,Dual Sword,3.2%,0.7%,0.9,9.5,11.4%,3.5%,1.1,4.9,14.4%,7.1%,0.9,3.6
Zahir,Throw,10.9%,1.7%,1.4,8.1,11.3%,1.0%,0.9,4.9,9.9%,0.5%,0.8,4.2
Zahir,Shuriken,5.3%,0.3%,1.2,9.2,9.8%,1.0%,1.2,5.2,4.5%,0.1%,0.5,4.1
All Melee,,6.1%,61.9%,1.0,9.1,12.1%,62.2%,1.0,4.9,16.8%,61.1%,1.0,3.5
All Ranged,,7.6%,38.1%,1.1,9.4,13.2%,37.8%,1.1,4.9,19.2%,38.9%,1.1,3.5
